ASGC_2010,DT,IND_R,TSEST,FREQUENCY,TIME_FORMAT,obsTime,obsValue,OBS_STATUS
0,2,45,20,M,P1M,2001-12,1844.3,
0,2,45,20,M,P1M,2002-01,1871.9,
0,2,45,20,M,P1M,2002-02,1874.7,
0,2,45,20,M,P1M,2002-03,1900.7,
0,2,45,20,M,P1M,2002-04,1922.7,
0,2,45,20,M,P1M,2002-05,1949.6,
0,2,45,20,M,P1M,2002-06,1925.8,
0,2,45,20,M,P1M,2002-07,1927.6,
0,2,45,20,M,P1M,2002-08,1975.7,
0,2,45,20,M,P1M,2002-09,1960.6,
0,2,45,20,M,P1M,2002-10,1916.1,
0,2,45,20,M,P1M,2002-11,1939.5,
0,2,45,20,M,P1M,2002-12,1953.8,
0,2,45,20,M,P1M,2003-01,1976.7,
0,2,45,20,M,P1M,2003-02,1971.8,
0,2,45,20,M,P1M,2003-03,1954.4,
0,2,45,20,M,P1M,2003-04,2003.7,
0,2,45,20,M,P1M,2003-05,2029.9,
0,2,45,20,M,P1M,2003-06,2029.4,
0,2,45,20,M,P1M,2003-07,2078.5,
0,2,45,20,M,P1M,2003-08,2102,
0,2,45,20,M,P1M,2003-09,2134.3,
0,2,45,20,M,P1M,2003-10,2188.5,
0,2,45,20,M,P1M,2003-11,2229.2,
0,2,45,20,M,P1M,2003-12,2199.5,
0,2,45,20,M,P1M,2004-01,2165.7,
0,2,45,20,M,P1M,2004-02,2151,
0,2,45,20,M,P1M,2004-03,2216.3,
0,2,45,20,M,P1M,2004-04,2168.7,
0,2,45,20,M,P1M,2004-05,2190.6,
0,2,45,20,M,P1M,2004-06,2222.3,
0,2,45,20,M,P1M,2004-07,2235.8,
0,2,45,20,M,P1M,2004-08,2225.4,
0,2,45,20,M,P1M,2004-09,2282.5,
0,2,45,20,M,P1M,2004-10,2263.7,
0,2,45,20,M,P1M,2004-11,2232.7,
0,2,45,20,M,P1M,2004-12,2232.8,
0,2,45,20,M,P1M,2005-01,2236,
0,2,45,20,M,P1M,2005-02,2249.3,
0,2,45,20,M,P1M,2005-03,2217.2,
0,2,45,20,M,P1M,2005-04,2222.2,
0,2,45,20,M,P1M,2005-05,2206.6,
0,2,45,20,M,P1M,2005-06,2213.2,
0,2,45,20,M,P1M,2005-07,2177.5,
0,2,45,20,M,P1M,2005-08,2175,
0,2,45,20,M,P1M,2005-09,2151.3,
0,2,45,20,M,P1M,2005-10,2148.3,
0,2,45,20,M,P1M,2005-11,2163.6,
0,2,45,20,M,P1M,2005-12,2188.2,
0,2,45,20,M,P1M,2006-01,2218.6,
0,2,45,20,M,P1M,2006-02,2228.7,
0,2,45,20,M,P1M,2006-03,2222.4,
0,2,45,20,M,P1M,2006-04,2279.6,
0,2,45,20,M,P1M,2006-05,2276.1,
0,2,45,20,M,P1M,2006-06,2303,
0,2,45,20,M,P1M,2006-07,2281.1,
0,2,45,20,M,P1M,2006-08,2308.2,
0,2,45,20,M,P1M,2006-09,2297.5,
0,2,45,20,M,P1M,2006-10,2311.9,
0,2,45,20,M,P1M,2006-11,2325.9,
0,2,45,20,M,P1M,2006-12,2329.4,
0,2,45,20,M,P1M,2007-01,2307.4,
0,2,45,20,M,P1M,2007-02,2323,
0,2,45,20,M,P1M,2007-03,2355.1,
0,2,45,20,M,P1M,2007-04,2328.9,
0,2,45,20,M,P1M,2007-05,2305.2,
0,2,45,20,M,P1M,2007-06,2338.2,
0,2,45,20,M,P1M,2007-07,2396.9,
0,2,45,20,M,P1M,2007-08,2414.3,
0,2,45,20,M,P1M,2007-09,2433.7,
0,2,45,20,M,P1M,2007-10,2517,
0,2,45,20,M,P1M,2007-11,2525.7,
0,2,45,20,M,P1M,2007-12,2545.8,
0,2,45,20,M,P1M,2008-01,2567.8,
0,2,45,20,M,P1M,2008-02,2572.1,
0,2,45,20,M,P1M,2008-03,2573,
0,2,45,20,M,P1M,2008-04,2577.2,
0,2,45,20,M,P1M,2008-05,2610.4,
0,2,45,20,M,P1M,2008-06,2584.5,
0,2,45,20,M,P1M,2008-07,2588.3,
0,2,45,20,M,P1M,2008-08,2600.7,
0,2,45,20,M,P1M,2008-09,2575.4,
0,2,45,20,M,P1M,2008-10,2621.5,
0,2,45,20,M,P1M,2008-11,2624.5,
0,2,45,20,M,P1M,2008-12,2704.2,
0,2,45,20,M,P1M,2009-01,2657.6,
0,2,45,20,M,P1M,2009-02,2674.2,
0,2,45,20,M,P1M,2009-03,2718.1,
0,2,45,20,M,P1M,2009-04,2714.2,
0,2,45,20,M,P1M,2009-05,2742.8,
0,2,45,20,M,P1M,2009-06,2734.5,
0,2,45,20,M,P1M,2009-07,2731.3,
0,2,45,20,M,P1M,2009-08,2674.6,
0,2,45,20,M,P1M,2009-09,2693.9,
0,2,45,20,M,P1M,2009-10,2710.5,
0,2,45,20,M,P1M,2009-11,2734.9,
0,2,45,20,M,P1M,2009-12,2758.4,
0,2,45,20,M,P1M,2010-01,2758.6,
0,2,45,20,M,P1M,2010-02,2752.4,
0,2,45,20,M,P1M,2010-03,2762.8,
0,2,45,20,M,P1M,2010-04,2765.6,
0,2,45,20,M,P1M,2010-05,2773.8,
0,2,45,20,M,P1M,2010-06,2784.8,
0,2,45,20,M,P1M,2010-07,2804.8,
0,2,45,20,M,P1M,2010-08,2879.5,
0,2,45,20,M,P1M,2010-09,2869.4,
0,2,45,20,M,P1M,2010-10,2835.5,
0,2,45,20,M,P1M,2010-11,2847.8,
0,2,45,20,M,P1M,2010-12,2858.7,
0,2,45,20,M,P1M,2011-01,2896.1,
0,2,45,20,M,P1M,2011-02,2911.3,
0,2,45,20,M,P1M,2011-03,2925.1,
0,2,45,20,M,P1M,2011-04,2962.5,
0,2,45,20,M,P1M,2011-05,2953.5,
0,2,45,20,M,P1M,2011-06,2983,
0,2,45,20,M,P1M,2011-07,3056.2,
0,2,45,20,M,P1M,2011-08,3048.7,
0,2,45,20,M,P1M,2011-09,3037.7,
0,2,45,20,M,P1M,2011-10,3042.2,
0,2,45,20,M,P1M,2011-11,3017.6,
0,2,45,20,M,P1M,2011-12,3076.4,
0,2,45,20,M,P1M,2012-01,3043.8,
0,2,45,20,M,P1M,2012-02,3080.6,
0,2,45,20,M,P1M,2012-03,3102,
0,2,45,20,M,P1M,2012-04,3099.5,
0,2,45,20,M,P1M,2012-05,3113.8,
0,2,45,20,M,P1M,2012-06,3153.6,
0,2,45,20,M,P1M,2012-07,3092.4,
0,2,45,20,M,P1M,2012-08,3083.5,
0,2,45,20,M,P1M,2012-09,3111.3,
0,2,45,20,M,P1M,2012-10,3084.2,
0,2,45,20,M,P1M,2012-11,3092.8,
0,2,45,20,M,P1M,2012-12,3077.7,
0,2,45,20,M,P1M,2013-01,3106.6,
0,2,45,20,M,P1M,2013-02,3130.1,
0,2,45,20,M,P1M,2013-03,3107.5,
0,2,45,20,M,P1M,2013-04,3136.7,
0,2,45,20,M,P1M,2013-05,3180.4,
0,2,45,20,M,P1M,2013-06,3111.2,
0,2,45,20,M,P1M,2013-07,3115.8,
0,2,45,20,M,P1M,2013-08,3086.9,
0,2,45,20,M,P1M,2013-09,3166.9,
0,2,45,20,M,P1M,2013-10,3198.6,
0,2,45,20,M,P1M,2013-11,3276.8,
0,2,45,20,M,P1M,2013-12,3224.1,
0,2,45,20,M,P1M,2014-01,3239.1,
0,2,45,20,M,P1M,2014-02,3293.3,
0,2,45,20,M,P1M,2014-03,3261.3,
0,2,45,20,M,P1M,2014-04,3273.8,
0,2,45,20,M,P1M,2014-05,3260.6,
0,2,45,20,M,P1M,2014-06,3272.2,
0,2,45,20,M,P1M,2014-07,3275.8,
0,2,45,20,M,P1M,2014-08,3318.3,
0,2,45,20,M,P1M,2014-09,3311,
0,2,45,20,M,P1M,2014-10,3343.2,
0,2,45,20,M,P1M,2014-11,3264.9,
0,2,45,20,M,P1M,2014-12,3306.1,
0,2,45,20,M,P1M,2015-01,3332.1,
0,2,45,20,M,P1M,2015-02,3400.6,
0,2,45,20,M,P1M,2015-03,3373.7,
0,2,45,20,M,P1M,2015-04,3361.4,
0,2,45,20,M,P1M,2015-05,3365.3,
0,2,45,20,M,P1M,2015-06,3436.6,
0,2,45,20,M,P1M,2015-07,3401.5,
0,2,45,20,M,P1M,2015-08,3457.4,
0,2,45,20,M,P1M,2015-09,3507.3,
0,2,45,20,M,P1M,2015-10,3499.2,
0,2,45,20,M,P1M,2015-11,3489.1,
0,2,45,20,M,P1M,2015-12,3485,
0,2,45,20,M,P1M,2016-01,3549.1,
0,2,45,20,M,P1M,2016-02,3556.3,
0,2,45,20,M,P1M,2016-03,3558.4,
0,2,45,20,M,P1M,2016-04,3582.6,
0,2,45,20,M,P1M,2016-05,3614.5,
0,2,45,20,M,P1M,2016-06,3616.7,
0,2,45,20,M,P1M,2016-07,3608.4,
0,2,45,20,M,P1M,2016-08,3581.1,
0,2,45,20,M,P1M,2016-09,3628.4,
0,2,45,20,M,P1M,2016-10,3635.8,
0,2,45,20,M,P1M,2016-11,3644.6,
0,2,45,20,M,P1M,2016-12,3645.2,
0,2,45,20,M,P1M,2017-01,3630.9,
0,2,45,20,M,P1M,2017-02,3640.2,
0,2,45,20,M,P1M,2017-03,3687.5,
0,2,45,20,M,P1M,2017-04,3701.7,
0,2,45,20,M,P1M,2017-05,3722.1,
0,2,45,20,M,P1M,2017-06,3730.6,
0,2,45,20,M,P1M,2017-07,3750,
0,2,45,20,M,P1M,2017-08,3745.9,
0,2,45,20,M,P1M,2017-09,3698.2,
0,2,45,20,M,P1M,2017-10,3694.6,
0,2,45,20,M,P1M,2017-11,3783.7,
0,2,45,20,M,P1M,2017-12,3717.7,
0,2,45,20,M,P1M,2018-01,3760.5,
0,2,45,20,M,P1M,2018-02,3763.4,
0,2,45,20,M,P1M,2018-03,3742.7,
0,2,45,20,M,P1M,2018-04,3775.8,
0,2,45,20,M,P1M,2018-05,3780.6,
0,2,45,20,M,P1M,2018-06,3788.6,
0,2,45,20,M,P1M,2018-07,3859.9,
0,2,45,20,M,P1M,2018-08,3874.4,
0,2,45,30,M,P1M,1982-04,504.9,
0,2,45,30,M,P1M,1982-05,504.8,
0,2,45,30,M,P1M,1982-06,504.9,
0,2,45,30,M,P1M,1982-07,505.4,
0,2,45,30,M,P1M,1982-08,505.5,
0,2,45,30,M,P1M,1982-09,506.3,
0,2,45,30,M,P1M,1982-10,508.3,
0,2,45,30,M,P1M,1982-11,513.4,
0,2,45,30,M,P1M,1982-12,518.9,
0,2,45,30,M,P1M,1983-01,525.4,
0,2,45,30,M,P1M,1983-02,530.5,
0,2,45,30,M,P1M,1983-03,534.4,
0,2,45,30,M,P1M,1983-04,538.9,
0,2,45,30,M,P1M,1983-05,542.1,
0,2,45,30,M,P1M,1983-06,546.5,
0,2,45,30,M,P1M,1983-07,551.2,
0,2,45,30,M,P1M,1983-08,556.4,
0,2,45,30,M,P1M,1983-09,561.5,
0,2,45,30,M,P1M,1983-10,565.9,
0,2,45,30,M,P1M,1983-11,569.6,
0,2,45,30,M,P1M,1983-12,572.8,
0,2,45,30,M,P1M,1984-01,575.8,
0,2,45,30,M,P1M,1984-02,578.7,
0,2,45,30,M,P1M,1984-03,582.2,
0,2,45,30,M,P1M,1984-04,584.6,
0,2,45,30,M,P1M,1984-05,586.5,
0,2,45,30,M,P1M,1984-06,588.3,
0,2,45,30,M,P1M,1984-07,591.3,
0,2,45,30,M,P1M,1984-08,596,
0,2,45,30,M,P1M,1984-09,600.3,
0,2,45,30,M,P1M,1984-10,605.6,
0,2,45,30,M,P1M,1984-11,610.5,
0,2,45,30,M,P1M,1984-12,615.5,
0,2,45,30,M,P1M,1985-01,618.6,
0,2,45,30,M,P1M,1985-02,620.6,
0,2,45,30,M,P1M,1985-03,623.3,
0,2,45,30,M,P1M,1985-04,627.1,
0,2,45,30,M,P1M,1985-05,632.8,
0,2,45,30,M,P1M,1985-06,638.6,
0,2,45,30,M,P1M,1985-07,644.6,
0,2,45,30,M,P1M,1985-08,650.3,
0,2,45,30,M,P1M,1985-09,656.7,
0,2,45,30,M,P1M,1985-10,664.1,
0,2,45,30,M,P1M,1985-11,669.7,
0,2,45,30,M,P1M,1985-12,676,
0,2,45,30,M,P1M,1986-01,681.1,
0,2,45,30,M,P1M,1986-02,686.6,
0,2,45,30,M,P1M,1986-03,692.4,
0,2,45,30,M,P1M,1986-04,698.7,
0,2,45,30,M,P1M,1986-05,704,
0,2,45,30,M,P1M,1986-06,710.5,
0,2,45,30,M,P1M,1986-07,716.2,
0,2,45,30,M,P1M,1986-08,722.2,
0,2,45,30,M,P1M,1986-09,727.6,
0,2,45,30,M,P1M,1986-10,733,
0,2,45,30,M,P1M,1986-11,738,
0,2,45,30,M,P1M,1986-12,743.8,
0,2,45,30,M,P1M,1987-01,751.3,
0,2,45,30,M,P1M,1987-02,758.5,
0,2,45,30,M,P1M,1987-03,766.5,
0,2,45,30,M,P1M,1987-04,774.2,
0,2,45,30,M,P1M,1987-05,782.5,
0,2,45,30,M,P1M,1987-06,789.5,
0,2,45,30,M,P1M,1987-07,794.9,
0,2,45,30,M,P1M,1987-08,799.4,
0,2,45,30,M,P1M,1987-09,802,
0,2,45,30,M,P1M,1987-10,803.8,
0,2,45,30,M,P1M,1987-11,805.1,
0,2,45,30,M,P1M,1987-12,804.7,
0,2,45,30,M,P1M,1988-01,808.1,
0,2,45,30,M,P1M,1988-02,812.4,
0,2,45,30,M,P1M,1988-03,819.3,
0,2,45,30,M,P1M,1988-04,828.2,
0,2,45,30,M,P1M,1988-05,837.5,
0,2,45,30,M,P1M,1988-06,847.6,
0,2,45,30,M,P1M,1988-07,857,
0,2,45,30,M,P1M,1988-08,866.1,
0,2,45,30,M,P1M,1988-09,878.8,
0,2,45,30,M,P1M,1988-10,891.6,
0,2,45,30,M,P1M,1988-11,904.7,
0,2,45,30,M,P1M,1988-12,916,
0,2,45,30,M,P1M,1989-01,923.6,
0,2,45,30,M,P1M,1989-02,930.7,
0,2,45,30,M,P1M,1989-03,936.3,
0,2,45,30,M,P1M,1989-04,940.7,
0,2,45,30,M,P1M,1989-05,948.2,
0,2,45,30,M,P1M,1989-06,955.6,
0,2,45,30,M,P1M,1989-07,964.5,
0,2,45,30,M,P1M,1989-08,971.7,
0,2,45,30,M,P1M,1989-09,979.3,
0,2,45,30,M,P1M,1989-10,987.1,
0,2,45,30,M,P1M,1989-11,996.9,
0,2,45,30,M,P1M,1989-12,1006.2,
0,2,45,30,M,P1M,1990-01,1011.7,
0,2,45,30,M,P1M,1990-02,1016.7,
0,2,45,30,M,P1M,1990-03,1023.1,
0,2,45,30,M,P1M,1990-04,1025.8,
0,2,45,30,M,P1M,1990-05,1027.9,
0,2,45,30,M,P1M,1990-06,1028.3,
0,2,45,30,M,P1M,1990-07,1029,
0,2,45,30,M,P1M,1990-08,1025,
0,2,45,30,M,P1M,1990-09,1020.7,
0,2,45,30,M,P1M,1990-10,1013.2,
0,2,45,30,M,P1M,1990-11,1006.9,
0,2,45,30,M,P1M,1990-12,1004.1,
0,2,45,30,M,P1M,1991-01,1005.2,
0,2,45,30,M,P1M,1991-02,1008.9,
0,2,45,30,M,P1M,1991-03,1016.4,
0,2,45,30,M,P1M,1991-04,1027.5,
0,2,45,30,M,P1M,1991-05,1036.5,
0,2,45,30,M,P1M,1991-06,1045.8,
0,2,45,30,M,P1M,1991-07,1053.4,
0,2,45,30,M,P1M,1991-08,1060.5,
0,2,45,30,M,P1M,1991-09,1063.7,
0,2,45,30,M,P1M,1991-10,1067.5,
0,2,45,30,M,P1M,1991-11,1069.3,
0,2,45,30,M,P1M,1991-12,1074.3,
0,2,45,30,M,P1M,1992-01,1082,
0,2,45,30,M,P1M,1992-02,1089.7,
0,2,45,30,M,P1M,1992-03,1092.9,
0,2,45,30,M,P1M,1992-04,1091.2,
0,2,45,30,M,P1M,1992-05,1087.2,
0,2,45,30,M,P1M,1992-06,1082.2,
0,2,45,30,M,P1M,1992-07,1079.7,
0,2,45,30,M,P1M,1992-08,1083,
0,2,45,30,M,P1M,1992-09,1092.6,
0,2,45,30,M,P1M,1992-10,1102.1,
0,2,45,30,M,P1M,1992-11,1109.5,
0,2,45,30,M,P1M,1992-12,1111.7,
0,2,45,30,M,P1M,1993-01,1115.7,
0,2,45,30,M,P1M,1993-02,1119.1,
0,2,45,30,M,P1M,1993-03,1124.1,
0,2,45,30,M,P1M,1993-04,1129.6,
0,2,45,30,M,P1M,1993-05,1135.1,
0,2,45,30,M,P1M,1993-06,1142.5,
0,2,45,30,M,P1M,1993-07,1149.4,
0,2,45,30,M,P1M,1993-08,1160.4,
0,2,45,30,M,P1M,1993-09,1174.6,
0,2,45,30,M,P1M,1993-10,1190.7,
0,2,45,30,M,P1M,1993-11,1206.2,
0,2,45,30,M,P1M,1993-12,1216.5,
0,2,45,30,M,P1M,1994-01,1222.9,
0,2,45,30,M,P1M,1994-02,1227.8,
0,2,45,30,M,P1M,1994-03,1233.2,
0,2,45,30,M,P1M,1994-04,1242,
0,2,45,30,M,P1M,1994-05,1253.2,
0,2,45,30,M,P1M,1994-06,1264.3,
0,2,45,30,M,P1M,1994-07,1274.1,
0,2,45,30,M,P1M,1994-08,1283.2,
0,2,45,30,M,P1M,1994-09,1287,
0,2,45,30,M,P1M,1994-10,1287.7,
0,2,45,30,M,P1M,1994-11,1287,
0,2,45,30,M,P1M,1994-12,1289.2,
0,2,45,30,M,P1M,1995-01,1294.2,
0,2,45,30,M,P1M,1995-02,1302.3,
0,2,45,30,M,P1M,1995-03,1314.5,
0,2,45,30,M,P1M,1995-04,1330.2,
0,2,45,30,M,P1M,1995-05,1345,
0,2,45,30,M,P1M,1995-06,1361.1,
0,2,45,30,M,P1M,1995-07,1372.7,
0,2,45,30,M,P1M,1995-08,1381.7,
0,2,45,30,M,P1M,1995-09,1387.2,
0,2,45,30,M,P1M,1995-10,1390.6,
0,2,45,30,M,P1M,1995-11,1392.3,
0,2,45,30,M,P1M,1995-12,1394.3,
0,2,45,30,M,P1M,1996-01,1393.9,
0,2,45,30,M,P1M,1996-02,1394.2,
0,2,45,30,M,P1M,1996-03,1395.8,
0,2,45,30,M,P1M,1996-04,1395.4,
0,2,45,30,M,P1M,1996-05,1395.1,
0,2,45,30,M,P1M,1996-06,1391.2,
0,2,45,30,M,P1M,1996-07,1389.6,
0,2,45,30,M,P1M,1996-08,1384.2,
0,2,45,30,M,P1M,1996-09,1382,
0,2,45,30,M,P1M,1996-10,1384.1,
0,2,45,30,M,P1M,1996-11,1391.3,
0,2,45,30,M,P1M,1996-12,1401.4,
0,2,45,30,M,P1M,1997-01,1414.9,
0,2,45,30,M,P1M,1997-02,1429.4,
0,2,45,30,M,P1M,1997-03,1441.9,
0,2,45,30,M,P1M,1997-04,1451.3,
0,2,45,30,M,P1M,1997-05,1463.1,
0,2,45,30,M,P1M,1997-06,1472.9,
0,2,45,30,M,P1M,1997-07,1482.5,
0,2,45,30,M,P1M,1997-08,1488,
0,2,45,30,M,P1M,1997-09,1493.9,
0,2,45,30,M,P1M,1997-10,1497.8,
0,2,45,30,M,P1M,1997-11,1500.4,
0,2,45,30,M,P1M,1997-12,1501.5,
0,2,45,30,M,P1M,1998-01,1502.5,
0,2,45,30,M,P1M,1998-02,1503.6,
0,2,45,30,M,P1M,1998-03,1504.5,
0,2,45,30,M,P1M,1998-04,1507.6,
0,2,45,30,M,P1M,1998-05,1509.2,
0,2,45,30,M,P1M,1998-06,1515.4,
0,2,45,30,M,P1M,1998-07,1523.1,
0,2,45,30,M,P1M,1998-08,1528.7,
0,2,45,30,M,P1M,1998-09,1534.5,
0,2,45,30,M,P1M,1998-10,1539.8,
0,2,45,30,M,P1M,1998-11,1546.7,
0,2,45,30,M,P1M,1998-12,1557.8,
0,2,45,30,M,P1M,1999-01,1568.6,
0,2,45,30,M,P1M,1999-02,1581.9,
0,2,45,30,M,P1M,1999-03,1594.1,
0,2,45,30,M,P1M,1999-04,1606.1,
0,2,45,30,M,P1M,1999-05,1614.1,
0,2,45,30,M,P1M,1999-06,1621.8,
0,2,45,30,M,P1M,1999-07,1627.7,
0,2,45,30,M,P1M,1999-08,1635.5,
0,2,45,30,M,P1M,1999-09,1639.9,
0,2,45,30,M,P1M,1999-10,1641.2,
0,2,45,30,M,P1M,1999-11,1641.1,
0,2,45,30,M,P1M,1999-12,1640.9,
0,2,45,30,M,P1M,2000-01,1606.5,b
0,2,45,30,M,P1M,2000-02,1609.8,
0,2,45,30,M,P1M,2000-03,1615.4,
0,2,45,30,M,P1M,2000-04,1623.4,
0,2,45,30,M,P1M,2000-05,1631.1,
0,2,45,30,M,P1M,2000-06,1638.8,
0,2,45,30,M,P1M,2000-07,1668.2,b
0,2,45,30,M,P1M,2000-08,1673.9,
0,2,45,30,M,P1M,2000-09,1680,
0,2,45,30,M,P1M,2000-10,1688.1,
0,2,45,30,M,P1M,2000-11,1700.4,
0,2,45,30,M,P1M,2000-12,1717.8,
0,2,45,30,M,P1M,2001-01,1736.1,
0,2,45,30,M,P1M,2001-02,1754.1,
0,2,45,30,M,P1M,2001-03,1770.3,
0,2,45,30,M,P1M,2001-04,1783.5,
0,2,45,30,M,P1M,2001-05,1791.1,
0,2,45,30,M,P1M,2001-06,1795.1,
0,2,45,30,M,P1M,2001-07,1797.5,
0,2,45,30,M,P1M,2001-08,1801.6,
0,2,45,30,M,P1M,2001-09,1808.3,
0,2,45,30,M,P1M,2001-10,1815.8,
0,2,45,30,M,P1M,2001-11,1828.5,
0,2,45,30,M,P1M,2001-12,1845.9,
0,2,45,30,M,P1M,2002-01,1864.4,
0,2,45,30,M,P1M,2002-02,1883.6,
0,2,45,30,M,P1M,2002-03,1902.3,
0,2,45,30,M,P1M,2002-04,1917.2,
0,2,45,30,M,P1M,2002-05,1932.3,
0,2,45,30,M,P1M,2002-06,1941.3,
0,2,45,30,M,P1M,2002-07,1945.4,
0,2,45,30,M,P1M,2002-08,1944.6,
0,2,45,30,M,P1M,2002-09,1944.7,
0,2,45,30,M,P1M,2002-10,1946.2,
0,2,45,30,M,P1M,2002-11,1949.1,
0,2,45,30,M,P1M,2002-12,1951.8,
0,2,45,30,M,P1M,2003-01,1956.2,
0,2,45,30,M,P1M,2003-02,1967.2,
0,2,45,30,M,P1M,2003-03,1980.5,
0,2,45,30,M,P1M,2003-04,1998.6,
0,2,45,30,M,P1M,2003-05,2019.1,
0,2,45,30,M,P1M,2003-06,2045.6,
0,2,45,30,M,P1M,2003-07,2075.3,
0,2,45,30,M,P1M,2003-08,2105.8,
0,2,45,30,M,P1M,2003-09,2131.7,
0,2,45,30,M,P1M,2003-10,2189.1,b
0,2,45,30,M,P1M,2003-11,2195.7,
0,2,45,30,M,P1M,2003-12,2193.2,
0,2,45,30,M,P1M,2004-01,2187.8,
0,2,45,30,M,P1M,2004-02,2181.8,
0,2,45,30,M,P1M,2004-03,2180.6,
0,2,45,30,M,P1M,2004-04,2185.3,
0,2,45,30,M,P1M,2004-05,2198.3,
0,2,45,30,M,P1M,2004-06,2216.1,
0,2,45,30,M,P1M,2004-07,2232.3,
0,2,45,30,M,P1M,2004-08,2244.1,
0,2,45,30,M,P1M,2004-09,2251.3,
0,2,45,30,M,P1M,2004-10,2253.6,
0,2,45,30,M,P1M,2004-11,2250.5,
0,2,45,30,M,P1M,2004-12,2243.6,
0,2,45,30,M,P1M,2005-01,2236.8,
0,2,45,30,M,P1M,2005-02,2232.1,
0,2,45,30,M,P1M,2005-03,2228.3,
0,2,45,30,M,P1M,2005-04,2220.6,
0,2,45,30,M,P1M,2005-05,2210.5,
0,2,45,30,M,P1M,2005-06,2197,
0,2,45,30,M,P1M,2005-07,2181.5,
0,2,45,30,M,P1M,2005-08,2169,
0,2,45,30,M,P1M,2005-09,2160.7,
0,2,45,30,M,P1M,2005-10,2161.1,
0,2,45,30,M,P1M,2005-11,2168.6,
0,2,45,30,M,P1M,2005-12,2184.2,
0,2,45,30,M,P1M,2006-01,2205.2,
0,2,45,30,M,P1M,2006-02,2226,
0,2,45,30,M,P1M,2006-03,2246.6,
0,2,45,30,M,P1M,2006-04,2263.1,
0,2,45,30,M,P1M,2006-05,2276.8,
0,2,45,30,M,P1M,2006-06,2287.2,
0,2,45,30,M,P1M,2006-07,2296.1,
0,2,45,30,M,P1M,2006-08,2303.3,
0,2,45,30,M,P1M,2006-09,2307.9,
0,2,45,30,M,P1M,2006-10,2311.5,
0,2,45,30,M,P1M,2006-11,2315.7,
0,2,45,30,M,P1M,2006-12,2322.1,
0,2,45,30,M,P1M,2007-01,2325.5,
0,2,45,30,M,P1M,2007-02,2325.3,
0,2,45,30,M,P1M,2007-03,2324.8,
0,2,45,30,M,P1M,2007-04,2327.3,
0,2,45,30,M,P1M,2007-05,2337.4,
0,2,45,30,M,P1M,2007-06,2355,
0,2,45,30,M,P1M,2007-07,2378.3,
0,2,45,30,M,P1M,2007-08,2407.1,
0,2,45,30,M,P1M,2007-09,2436.4,
0,2,45,30,M,P1M,2007-10,2510.8,b
0,2,45,30,M,P1M,2007-11,2531,
0,2,45,30,M,P1M,2007-12,2546.8,
0,2,45,30,M,P1M,2008-01,2560.3,
0,2,45,30,M,P1M,2008-02,2571.4,
0,2,45,30,M,P1M,2008-03,2579.9,
0,2,45,30,M,P1M,2008-04,2585.6,
0,2,45,30,M,P1M,2008-05,2588.7,
0,2,45,30,M,P1M,2008-06,2589.2,
0,2,45,30,M,P1M,2008-07,2590.1,
0,2,45,30,M,P1M,2008-08,2593.8,
0,2,45,30,M,P1M,2008-09,2601.6,
0,2,45,30,M,P1M,2008-10,2614.3,
0,2,45,30,M,P1M,2008-11,2630.8,
0,2,45,30,M,P1M,2008-12,2649,
0,2,45,30,M,P1M,2009-01,2666.4,
0,2,45,30,M,P1M,2009-02,2683.8,
0,2,45,30,M,P1M,2009-03,2699.3,
0,2,45,30,M,P1M,2009-04,2710.8,
0,2,45,30,M,P1M,2009-05,2716.7,
0,2,45,30,M,P1M,2009-06,2715.9,
0,2,45,30,M,P1M,2009-07,2711.3,
0,2,45,30,M,P1M,2009-08,2707.1,
0,2,45,30,M,P1M,2009-09,2708.1,
0,2,45,30,M,P1M,2009-10,2715.6,
0,2,45,30,M,P1M,2009-11,2728,
0,2,45,30,M,P1M,2009-12,2741.9,
0,2,45,30,M,P1M,2010-01,2752.9,
0,2,45,30,M,P1M,2010-02,2758.3,
0,2,45,30,M,P1M,2010-03,2760.8,
0,2,45,30,M,P1M,2010-04,2767.4,
0,2,45,30,M,P1M,2010-05,2780.9,
0,2,45,30,M,P1M,2010-06,2800,
0,2,45,30,M,P1M,2010-07,2820,
0,2,45,30,M,P1M,2010-08,2837.3,
0,2,45,30,M,P1M,2010-09,2849.2,
0,2,45,30,M,P1M,2010-10,2855.4,
0,2,45,30,M,P1M,2010-11,2859.3,
0,2,45,30,M,P1M,2010-12,2865.6,
0,2,45,30,M,P1M,2011-01,2876.8,
0,2,45,30,M,P1M,2011-02,2894.7,
0,2,45,30,M,P1M,2011-03,2918.7,
0,2,45,30,M,P1M,2011-04,2945.8,
0,2,45,30,M,P1M,2011-05,2974.5,
0,2,45,30,M,P1M,2011-06,3000.9,
0,2,45,30,M,P1M,2011-07,3021.9,
0,2,45,30,M,P1M,2011-08,3035.4,
0,2,45,30,M,P1M,2011-09,3041.6,
0,2,45,30,M,P1M,2011-10,3044.2,
0,2,45,30,M,P1M,2011-11,3046.5,
0,2,45,30,M,P1M,2011-12,3051.4,
0,2,45,30,M,P1M,2012-01,3062.6,
0,2,45,30,M,P1M,2012-02,3079,
0,2,45,30,M,P1M,2012-03,3095,
0,2,45,30,M,P1M,2012-04,3107.5,
0,2,45,30,M,P1M,2012-05,3114.4,
0,2,45,30,M,P1M,2012-06,3115.2,
